,fips,county,name,industry_code,industry_detail,relevant_naics,year,payann_total,ACID,ENRG,ETOX,EUTR,FOOD,GCC,HAPS,HAZW,HC,HNC,HRSP,HTOX,JOBS,LAND,METL,MINE,MSW,NREN,OZON,PEST,REN,SMOG,VADD,WATR
61,13001,1,"Appling County, Georgia",721000,hotels and campgrounds,[721],2012,237,0.0022051294233207384,0.0,0.0027244155122277927,0.00040998884120188464,1.30296856633956,5.563800348432728,0.0014567745040373634,0.030931750020510105,9.233868642966926e-10,3.2288277775796455e-09,0.000445178318183555,4.154399165662192e-09,554009.47765227,0.8263122396646501,2.2718609917306237e-05,0.0,4.188126068213729,0.0,0.0,0.0,0.0,0.10280963395598311,146.214131094237,0.592829214214581
62,13001,1,"Appling County, Georgia",722110,full-service restaurants,[722511],2012,1469,0.005286696467373016,0.0,0.2915591319192669,0.0007279610599041173,32.919740361310396,27.285305290342908,0.01478864954013636,0.3785707132720976,4.324593160578465e-08,6.167881667924969e-09,0.24479842886216216,4.950172242362177e-08,7299601.844488201,2.05723137393774,2.2137269636552854e-05,0.0,68.74819023988758,0.0,0.0,0.0,0.0,0.41852731660965775,756.792665219227,1.784222919200202
63,13001,1,"Appling County, Georgia",722211,limited-service restaurants,[722513],2012,3359,0.026094486101591357,0.0,0.6145399673722033,0.005220178635658094,57.6944278143586,37.991746159549244,0.21565723463512657,0.6545496730024566,1.1102978294105968e-07,1.77080610028448e-07,0.4289951589503939,2.883424026391118e-07,15291291.635649871,4.19196808377235,1.6208437944704564e-05,0.0,127.94564667882871,0.0,0.0,0.0,0.0,4.889533017812906,1867.9919681579509,5.69948086177079
64,13001,1,"Appling County, Georgia",722a00,all other food and drinking places,"[7223, 7224, 722514, 722515]",2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,13001,1,"Appling County, Georgia",811100,vehicle repair,[8111],2012,1092,0.003305911364122121,0.00148053451445172,0.021868459131136542,0.001985885498365707,2.4875364264769204,8.019134074063809,0.3954651544884995,0.12543427004610644,3.6579669135081586e-09,4.567195871127026e-08,0.00039408118035267963,4.934057650820509e-08,1679906.75898864,1.3131220660227414,6.640843187935933e-05,0.0,11.843816927250415,0.0,2.524673582017314e-07,8.8956470244642e-10,0.00148053451445172,4.217084618372142,675.4267908821159,0.5313348041044681
66,13001,1,"Appling County, Georgia",811300,commercial machinery repair,[8113],2012,469,0.0013753427501829616,0.007238942529182,0.0013344464294661894,0.000351645672842601,0.6664674332383199,1.7418382102716607,0.054932456754623306,0.03144665774978665,6.268705293468752e-10,5.5001300951635524e-09,0.00039376805006613425,6.128208995403466e-09,1595349.19807025,0.27948853118557,1.4333222046307976e-08,0.0,3.4283357480601153,0.0,1.4892489793028441e-06,5.2473449818797e-09,0.007238942529182,0.6602284120247661,337.34900344229004,0.1144174236096073
67,13001,1,"Appling County, Georgia",812100,salons and barber shops,[8121],2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,13001,1,"Appling County, Georgia",812200,funerary services,[8122],2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,13001,1,"Appling County, Georgia",812300,dry-cleaning and laundry,[8123],2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,13001,1,"Appling County, Georgia",812900,"pet care, photofinishing, parking and other sundry services",[8129],2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
